// select object_Id,value from weenie_properties_string where `type`=1 order by object_Id;
30236,Tanua's Crystal
30237,Pearl of Spirit Drinking
30238,Anadil's Crystal
30239,Melee's Jewel
30240,Lugian's Pearl
30241,Pearl of Swift Killing
30242,Ben Ten's Crystal
30243,Asmolum's Crystal
30244,Hamid's Crystal
30245,Hieromancer's Crystal
30246,Artist's Crystal
30247,Eternal Health Kit
30248,Eternal Mana Kit
30249,Eternal Stamina Kit
30250,Medicated Health Kit
30251,Medicated Mana Kit
30252,Medicated Stamina Kit
30253,Limitless Lockpick
30254,Eternal Mana Charge
30255,Grand Casino Golden Keyring
30256,Arshid's Golden Keyring
30257,Gan-Zo's Golden Keyring
30258,Shimmering Skeleton Key
30259,Combined Kukuur Hides
30260,Salvaged White Sapphire
30261,Dangerous Portal Device
30262,Ancient Armored Helm
30263,Ancient Armored Helm
30264,Ancient Armored Helm
30265,Name Me Please
30266,Stuven di Bonachien
30267,Paissen du Kim
30268,Sanamar Portal Gem
30269,Robert Crow
30270,Ilin Wis
30271,Kyujo Rujen
30272,Enli Yuo
30273,Rikshen Ri
30274,Lu Bao
30275,Shujio Milao
30276,Joshun Felden
30277,Burrell Sammrun
30278,Lenor Turk
30279,Acid Trap
30280,Acid Trap
30281,Acid Trap
30282,Acid Trap
30283,Acid Trap
30284,Acid Trap
30285,Acid Trap
30286,Acid Trap
30287,Door
30288,Drudge Prowler
30289,Viamontian Commander
30290,Viamontian Knight
30291,Viamontian Tribune
30292,Drudge Prowler
30293,Drudge Prowler
30294,Viamontian Man-at-Arms
30295,Viamontian War Wizard
30296,Viamontian Warcaster
30297,Royal Thaumaturge
30298,Viamontian Counselor
30299,Viamontian Mage
30300,Drudge Prowler
30301,Drudge Prowler
30302,Ebonwood Shortbow
30303,Serpent's Flight
30304,Black Cloud Bow
30305,Bloodmark Crossbow
30306,Feathered Razor
30307,Iron Bull
30308,Zefir's Breath
30309,Assassin's Whisper
30310,Ridgeback Dagger
30311,Zharalim Crookblade
30312,Baton of Tirethas
30313,Dripping Death
30314,Star of Tukal
30315,Subjugator
30316,Black Thistle
30317,Moriharu's Kitchen Knife
30318,Pitfighter's Edge
30319,Champion's Demise
30320,Pillar of Fearlessness
30321,Squire's Glaive
30322,Star of Gharu'n
30323,Tri-Blade Spear
30324,Staff of All Aspects
30325,Death's Grip Staff
30326,Staff of Fettered Souls
30327,Spirit Shifting Staff
30328,Staff of Tendrils
30329,Brador's Frozen Eye
30330,Defiler of Milantos
30331,Desert Wyrm
30332,Guardian of Pwyll
30333,Morrigan's Vanity
30334,Fist of Three Principles
30335,Hevelio's Half-Moon
30336,Malachite Slasher
30337,Skullpuncher
30338,Steel Butterfly
30339,Thunderhead
30340,Bearded Axe of Souia-Vey
30341,Canfield Cleaver
30342,Count Renari's Equalizer
30343,Smite
30344,Tusked Axe of Ayan Baqur
30345,Dart Flicker 
30346,Drifter's Atlatl
30347,Hooded Serpent Slinger
30348,Huntsman's Dart-Thrower
30349,Royal Ladle
30350,Corsair's Arc
30351,Dragonspine Bow
30352,Bracelet of Binding
30353,Dreamseer Bangle
30354,Band of Elemental Harmony
30355,Love's Favor
30356,Circle of Pure Thought
30357,Golden Snake Choker
30358,Necklace of Iniquity
30359,Ibraya's Choice
30360,Ring of Channeling
30361,Loop of Opposing Benedictions
30362,Swift Strike Ring
30363,Unchained Prowess Ring
30364,Weeping Ring
30365,Winter's Heart Ring
30366,Aristocrat's Bracelet
30367,Footman's Boots
30368,Steel Wall Boots
30369,Tracker Boots
30370,Twin Ward
30371,Dread Marauder Shield
30372,Shield of Engorgement
30373,Mirrored Justice
30374,Eye of Muramm
30375,Wand of the Frore Crystal
30376,Orb of the Ironsea
30377,Wings of Rakhil
30378,Deru Limb
30379,Joey
30380,Cataracts of Sabella
30381,Far North Shore Portal
30382,Plains of Ruin
30383,Portal to Eastwatch
30384,Portal to Westwatch
30385,Gianni Vernice
30386,Suzuhara Sheshumi
30387,Suzuhara Baijin
30388,Carlo di Cenza
30389,Reijiri
30390,Niffis Fighter
30391,Niffis Fighter
30392,Runed Chest
30393,Suzuhara's Girth of Flame Protection
30394,Niffis Fighting Pits
30395,Portal to the Beach Fort
30396,Heartfelt Plea
30397,Note to Baijin
30398,Shadow Pass
30399,Suzuhara Baijin's Care Package
30400,Niffis Fighting Pits
30401,Wallbound Niffis
30402,Name Me Please
30403,Champion of Silyun Token
30404,Champion of Sanamar Token
30405,Thrungus Low Camp Gen
30406,Thrungus Newbie Camp Gen
30407,Eater Mid Camp Gen
30408,Eater Uber Camp Gen
30409,Eater Extreme Camp Gen
30410,Eater High Camp Gen
30411,Knight High Camp Gen
30412,Knight Uber Camp Gen
30413,Knight Extreme Camp Gen
30414,Penguin Uber Camp Gen
30415,Penguin Newbie  Camp Gen
30416,Ruschk Uber Camp Gen
30417,Ruschk Low Camp Gen
30418,Fiun Mid Camp Gen
30419,Westwatch Area - 30 - Low
30420,Everywhere - 40 - Low
30421,Near Silyun 60-80 - MID
30422,Everywhere 100 - MID
30423,NW Area 20+ Newbie
30424,Ice Beach 20+ Newbie
30425,Around Sanamar ~ LvL 8-15 - Newbie
30426,Everywhere Else 15+ Newbie
30427,Near Sanamar ~ LvL 8 - Newbie
30428,East Coastline - 100+ - EXTREME
30429,Inland - 100+ - UBER
30430,Everywhere - 80-100 - EXTREME
30431,Not Snow - 100-115 - HIGH
30432,Snow - 115+ HIGH
30433,HALAETANHIGHSHADOWPASSGEN
30434,Raimonestes Risolu
30435,Mendica Scarsolo
30436,Marlan Nessunello
30437,Sacci Mijob
30438,Fratellone Ribellarista
30439,Fratellodunon Ribellarista
30440,Water Golem
30441,Blue Phyntos Wasp
30442,Water Wisp
30443,Ivory Crafter
30444,Leather Crafter
30445,Archmage Chen Wah-Ji
30446,Archmage Chen Wah-Ji
30447,Virindi Desecrator
30448,Southern Overseer
30449,Western Overseer
30450,Northern Overseer
30451,Urleg Crafting Forges Gen
30452,Amaroth Crafting Forges Gen
30454,Crafting Forges Shoushi Linkable Gen
30455,Crafting Forges Yaraq Linkable Gen
30456,Kerrak Crafting Forges Gen
30457,Circlet of Shielding
30458,Band of Shielding
30459,Ring of Shielding
30460,Lockpick Forge
30461,Salvaging Forge
30462,Kerrak
30463,Urleg
30464,Amaroth
30465,Alchemy Forge
30466,Cooking Forge
30467,Fletching Forge
30468,Southern Power Forge
30469,Surface
30470,Western Power Forge
30471,Surface
30472,Northern Power Forge
30473,Surface
30474,Southern Forge Essence
30475,Western Forge Essence
30476,Northern Forge Essence
30477,Inner Sea Directive
30478,Crafting Forges Holtburg Linkable Gen
30479,Alfrin
30480,Antique Mug
30481,Antique Bowl
30482,Antique Goblet
30483,Bronze Lamp
30484,Bronze Candlestick
30485,Bronze Handbell
30486,Robber Baron Head
30487,Bag of Corn Seed
30488,Bag of Rye Seed
30489,Bag of Wheat Seed
30490,Drudge Robber Baron
30491,A List of Items
30492,Letter to Ryndya
30493,Bai Den's Ring
30494,Bai Den's Bracelet
30495,Bai Den's Necklace
30496,Lou Ka's Trident
30497,Lou Ka's Katar
30498,Lou Ka's Shouken
30499,Greenmire Cider
30500,Greenmire Cheese
30501,A List of Items
30502,Aged Cove Apple Cider
30503,Hard Cove Apple Cider
30504,Perfect Cove Apple
30505,Cove Apple Wine
30506,Mad Star Marionette's Head
30507,Mad Star Marionette
30508,A List of Items
30509,Tanami Kei
30510,Adept's Fervor
30511,Gelidite Mitre
30512,Imperial Chevaird's Helm
30513,Greaves of Leikotha's Tears
30514,Gelidite Greaves
30515,Gelidite Tassets
30516,Tassets of Leikotha's Tears
30517,Gelidite Girth
30518,Girth of Leikotha's Tears
30519,Gelidite Breastplate
30520,Breastplate of Leikotha's Tears
30521,Pauldrons of Leikotha's Tears
30522,Gelidite Pauldrons
30523,Bracers of Leikotha's Tears
30524,Gelidite Bracers
30525,Gauntlets of Leikotha's Tears
30526,Gelidite Gauntlets
30527,Valkeer's Helm
30528,Helm of Leikotha's Tears
30529,Gelidite Boots
30530,Dusk Leggings
30531,Patriarch's Twilight Tights
30532,Dusk Coat
30533,Patriarch's Twilight Coat
30534,Gauntlets of the Crimson Star
30535,Beacon Tower Exit
30536,Beacon Tower
30537,Hot Apple Pie
30538,Pass to the Night Club
30539,Monty's Den of Iniquity
30540,Arshid's Den of Iniquity
30541,Gan Zo's Den of Iniquity
30542,Night Club
30543,Cove Apple Baking Pan
30544,Cove Apple Paring Knife
30545,Shard of Corcima's Armor
30546,Coat of the Zaikhal Defender
30547,Name Me Please
30548,Silver Legion Quartermaster
30549,Copper Legion Castellan
30550,Gold Legion Castellan
30551,Silver Legion Castellan
30552,Silver Legion Quartermaster
30553,Platinum Legion Castellan
30554,Purple Portal Template
30555,Portal to Silyun
30556,Hatchet
30557,Acid Hatchet
30558,Lightning Hatchet
30559,Flaming Hatchet
30560,Frost Hatchet
30561,Dolabra
30562,Acid Dolabra
30563,Lightning Dolabra
30564,Flaming Dolabra
30565,Frost Dolabra
30566,Sabra
30567,Lightning Sabra
30568,Flaming Sabra
30569,Frost Sabra
30570,Acid Sabra
30571,Spada
30572,Lightning Spada
30573,Frost Spada
30574,Flaming Spada
30575,Acid Spada
30576,Flamberge
30577,Flaming Flamberge
30578,Frost Flamberge
30579,Acid Flamberge
30580,Lightning Flamberge
30581,Mazule
30582,Lightning Mazule
30583,Flaming Mazule
30584,Frost Mazule
30585,Acid Mazule
30586,Flanged Mace
30587,Acid Flanged Mace
30588,Lightning Flanged Mace
30589,Flaming Flanged Mace
30590,Frost Flanged Mace
30591,Partizan
30592,Flaming Partizan
30593,Lightning Partizan
30594,Acid Partizan
30595,Frost Partizan
30596,Poniard
30597,Lightning Poniard
30598,Flaming Poniard
30599,Frost Poniard
30600,Acid Poniard
30601,Stiletto
30602,Lightning Stiletto
30603,Flaming Stiletto
30604,Frost Stiletto
30605,Acid Stiletto
30606,Bastone
30607,Lightning Bastone
30608,Flaming Bastone
30609,Frost Bastone
30610,Acid Bastone
30611,Knuckles
30612,Lightning Knuckles
30613,Flaming Knuckles
30614,Frost Knuckles
30615,Acid Knuckles
30616,Heavy Crossbow
30625,War Bow
30626,Crude Statue
30627,Cyphis Suldow
30628,Drudge Flying Machine
30629,Aludi al-Jaladh
30630,Murky Gem
30631,Ringed Emblem
30632,Ring of Vines
30633,Stone Emblem
30634,Cyphis Suldow's Half Moon Spear
30635,Banderling Spirit Seeker
30636,Banderling Spirit Seeker
30637,Banderling Spirit Seeker
30638,Banderling Spirit Dancer
30639,Banderling Ancient Spirit
30640,Banderling Holy Symbol
30641,Shrine Door
30642,Banderling Idol
30643,Banderling Shrine
30644,Surface
30645,Aviator's Cap
30646,Drudge Laborer
30647,Drudge Ballast
30648,Drudge Aviator
30649,Drudge Toiler
30650,Door
30651,Door
30652,Door
30653,Door
30654,Drudge Key
30655,Drudge Key
30656,Drudge Key
30657,Drudge Key
30658,Flying Machine Instructions
30659,Flying Machine Plans
30660,War Room
30661,Escape Route
30662,Balloon
30663,Quickness Other IV
30664,Strength Other III
30665,Strength Other IV
30666,Willpower Other III
30667,Willpower Other IV
30668,Coordination Other III
30669,Coordination Other IV
30670,Endurance Other III
30671,Endurance Other IV
30672,Focus Other III
30673,Focus Other IV
30674,Quickness Other III
30675,Agent of Arcanum List
30676,Barren Bow
30677,Anemic Atlatl
30678,Insensate Axe
30679,Sterile Sword
30680,Withered Drudge Seraph
30681,Withered Drudge Seraph
30682,Withered Drudge Seraph Mystic
30683,Withered Banderling Hierophant
30684,Withered Banderling Hierophant
30685,Withered Banderling Paragon
30686,Withered Transcendent Tumerok
30687,Withered Revered Tumerok Shaman
30688,Withered Revered Tumerok Shaman
30689,Withered Raider Prefect
30690,Withered Raider Prefect
30691,Withered Raider Justicar
30692,Surface
30693,Vile Sanctuary
30694,Surface
30695,Ravaged Cathedral
30696,Tirenia
30697,Tursh Totem Shard
30698,Tursh Totem Shard
30699,Name Me Please
30700,Tursh Totem Shard
30701,Tursh Totem Shard
30702,Royal Color
30703,Royal Oil
30704,Royal Paint
30705,Royal Dye
30706,Shadow Annihilator
30707,Shadow Annihilator
30708,Shadow Annihilator
30709,Shadow Annihilator
30710,Poltergeist
30711,Restless Spirit
30712,Restless Spirit
30713,Spirit
30714,Phantom
30715,Fortified Royal Vault
30716,Surface
30717,Weakened Vault Sewers
30718,Surface
30719,Secured Vault Sewers
30720,Surface
30721,Reinforced Vault Sewers
30722,Surface
30723,Fortified Vault Sewers
30724,Surface
30725,Defiled Temple Portals
30726,Weakened Royal Vault
30727,Surface
30728,Secured Royal Vault
30729,Surface
30730,Reinforced Royal Vault
30731,Surface
30732,Staff of the Weeping Witness
30733,Rayeesh the Holiday Planner
30734,Bowl of Black-Eyed Peas
30735,Fireworks
30736,Bottle of Crystal Champagne
30737,Yard Balloons
30738,Nuhmudira's New Year's Resolutions
30739,Queen Elysa's New Year's Resolutions
30740,Tiara
30741,Party Hat
30742,The Littlest Niffis
30743,Suzuhara Baijin's Delivery
30744,Name Me Please
30745,Replica of a Tursh Totem
30746,Dart Flinger
30747,Oily Stone
30748,Crude Carving
30749,Defiled Temple Lower Wing
30750,Defiled Temple Middle Wing
30751,Defiled Temple Upper Wing
30752,Defiled Temple Asylum
30753,Surface
30754,Banderling Chanter
30755,Virulence
30756,Ripper Grievver
30757,Diseased Phyntos Wasp
30758,Royal Guard
30759,Royal Guard
30760,Royal Guard
30761,The Withered Atoll
30762,The Withering
30763,Strange Mountain Echoes
30764,"Mag-Ma!"
30765,Hot Air
30766,Pillar of Slaughter
30767,Effigy of Bitterness Gen
30768,Gatekeeper of Bitterness Gen
30769,Pillar of Bitterness Gen
30770,Effigy of Anger Gen
30771,Gatekeeper of Anger Gen
30772,Pillar of Anger Gen
30773,Effigy of Cruelty Gen
30774,Gatekeeper of Cruelty Gen
30775,Pillar of Cruetly Gen
30776,Effigy of Slaughter Gen
30777,Accursed Gatekeeper of Slaughter Gen
30778,Unholy Gatekeeper of Slaughter Gen
30779,Pillar of Slaughter
30780,Effigy of Bitterness
30781,Effigy of Anger
30782,Effigy of Cruelty
30783,Effigy of Slaughter
30784,Gatekeeper of Bitterness
30785,Gatekeeper of Anger
30786,Gatekeeper of Cruelty
30787,Accursed Gatekeeper of Slaughter
30788,Unholy Gatekeeper of Slaughter
30789,Pillar of Bitterness
30790,Pillar of Anger
30791,Pillar of Cruelty
30792,Black Marrow Reliquary
30793,Black Marrow Reliquary
30794,Black Marrow Reliquary
30795,Black Marrow Reliquary
30796,Black Marrow Reliquary
30797,Black Marrow Reliquary
30798,Black Marrow Tea
30799,Corrupted Skull
30800,Black Glass Array
30801,Blood Fang Jewel
30802,Soul Chalice
30803,Desolate Seed
30804,Singularity Caul Asylum
30805,Ancient Temple
30806,Cavernous Olthoi Chasm
30807,The Orphanage
30808,Seething Skull
30809,Warrior's Emblem
30810,Shadow Cursed Totem
30811,Burning Veil
30812,Antiquated Compass
30813,Black Luster Pearl
30814,Black Marrow Key
30815,Singularity Caul Asylum
30816,The Orphanage
30817,Caul Oasis
30818,Floating Bridge
30819,Floating Tower
30820,Burning Tower
30821,Center of the Singularity Caul
30822,Battlefield of Ayn Tayn
30823,Broken Black Marrow Key
30824,Lugian Prisoner
30825,Lugian Prisoner
30826,Shadow
30827,Lugian Prisoner
30828,Lugian Prisoner
30829,A Patch of Balor's Fur
30830,Coda
30831,Shadow Lugian Stronghold Portal Gem
30832,Doppelganger Robe
30833,Doppelganger Shield
30834,Shadow Lugian Portal
30835,Amaroth
30836,Shadow Seeker
30837,Shadow Infiltrator
30838,Shadow Commander
30839,Urleg
30840,Shoktok
30841,Door
30842,Filthy Key
30843,Purple Portal Template
30844,Purple Portal Template
30845,Shadow Lugian Stronghold
30846,Inner Stronghold
30847,Varicci's Orders
30848,Tidings
30849,Journal Entry
30850,Corcima's Orders
30851,Voracious Eater
30852,Eater
30853,Repugnant Eater
30854,Viamontian Mercenary
30855,Viamontian Tribune
30856,Viamontian Knight
30857,Sezzherei's Lair
30858,Sezzherei Slayer Token
30859,Banished Axe
30860,Banished Mace
30861,Banished Point
30862,Banished Nekode
30863,Banished Spear
30864,Banished Orb
30865,Atlatl of the Fallen
30866,Hammer of the Fallen
30867,Bow of the Fallen
30868,Crossbow of the Fallen
30869,Dirk of the Fallen
30870,Katar of the Fallen
30871,Mace of the Fallen
30872,Eye of the Fallen
30873,Spear of the Fallen
30874,Staff of the Fallen
30875,Blade of the Fallen
30876,Banished Blade
30877,Banished Atlatl
30878,Banished Bow
30879,Banished Crossbow
30880,Banished Staff
30881,Salvager's Helm
30882,Banished Shadow
30883,Banished Tusker
30884,Banished Monouga
30885,Banished Tumerok
30886,Fallen Tumerok
30887,Fallen Shadow
30888,Fallen Grievver
30889,Fallen Crystal Shard
30890,Fallen Lugian
30891,Fallen Drudge
30892,Fallen Rift
30893,Fallen Marionette
30894,Fallen Mite
30895,Fallen Doll
30896,Fallen Margul
30897,Sezzherei
30898,Banished Banderling
30899,Banished Drudge
30900,Banished Grievver
30901,Banished Lugian
30902,Banished Mu-miyah
30903,Banished Olthoi
30904,Banished Phyntos Wasp
30905,Sezzherei's Lair
30906,Antius Blackmoor
30907,Halaetan Magic Page 2
30908,Halaetan Magic Page 3
30909,Halaetan Magic Page 4
30910,Halaetan Magic Page 5
30911,Halaetan Magic Page 6
30912,Halaetan Magic Page 7
30913,Halaetan Magic Page 8
30914,Halaetan Magic Page 9
30915,Halaetan Magic Page 10
30916,Halaetan Magic
30917,Halaetan Magic Page 1
30918,Bloody Tooth
30919,Broken Poniard
30920,Severed Olthoi Head
30921,A Nearly Empty Book
30922,A Somewhat Complete Book
30923,A Somewhat Complete Book
30924,A Somewhat Complete Book
30925,A Nearly Complete Book
30926,A Nearly Complete Book
30927,A Nearly Complete Book
30928,Empty Book Binding
30929,A Nearly Empty Book
30930,A Nearly Empty Book
30931,Mausoleum of Bitterness
30932,Mausoleum of Anger
30933,Mausoleum of Cruelty
30934,Accursed Mausoleum of Slaughter
30935,Unholy Mausoleum of Slaughter
30936,Pack
30937,Sword Swallower
30938,Door
30939,Name Me Please
30940,Uber Mixed Knight Camp Generator
30941,Extreme Mixed Knight Camp Generator
30942,Mid Viamontian Knight Camp Generator
30943,Extreme Viamontian Knight Camp Generator
30944,Uber Viamontian Knight Camp Generator
30945,Mid Mixed Knight Camp Generator
30946,Poniard
30947,Poniard
30948,Diforsa Hauberk
30949,Diforsa Sleeves
30950,Alduressa Boots
30951,Alduressa Gauntlets
30957,Giant Mushrooms
30958,Forgotten Chasm
30959,Ruins of Geth Tukora
30960,Dark Design
30961,Surface
30962,Surface
30963,Thrungus Hole
30964,Egg Orchard
30965,Surface
30966,Feeding Tubes
30967,Surface
30968,Forgotten Chasm
30969,Surface
30970,Surface
30971,Path of the Blind
30972,Bag of Life Stone Chips
30973,Name Me Please
30974,Baby Thrungus
30975,Baby Thrungus
30976,Baby Thrungus
30977,Baby Thrungus
30978,Baby Thrungus
30979,Hermit
30980,Baby Thrungus
30981,Lila Fiori
30982,Necklace template
30983,Snow Lily
30984,Banderling Idol
30985,Letter From Home
30986,Letter From Home
30987,Letter From Home
30988,Letter From Home
30989,Treasure Chest
30990,Sentry
30991,Society Greeter
30992,Sentry
30993,Sentry
30994,Sentry
30995,Academy Foreman
30996,Academy Blacksmith
30997,Academy Researcher
30998,Academy Library
30999,Academy Library Key
31000,Blackmoor's Favor
31001,Gem Template
31002,Tukora Lieutenant
31003,Tukora Commander
31004,Tukora Sentinel
31005,Olthoi Ripper
31006,Olthoi Larvae
31007,Olthoi Slasher
31008,Olthoi Slayer
31009,Mosswart Worshipper
31010,Mosswart Elder
31011,CreatureName
31012,Eidolon
31013,Wicked Skeleton
31014,Naughty Skeleton
31015,Mu-miyah Sentinel
31016,Agitated Phyntos Wasp
31017,Kirit Zefir
31018,Grievver Violator
31019,Bloated Eater
31020,Insolent Penguin
31021,Puffball Thrungus
31022,Jelly Thrungus
31023,Black Morel Thrungus
31024,Mudwort Thrungus
31025,Fire Morel Thrungus
31026,Tenassa Breastplate
31027,Antius Blackmoor
31028,Bloated Eater
31029,Insolent Penguin
31030,Mudwort Thrungus
31031,Snow Flake Charm
31032,Snow Lily
31033,Rock
31034,Rock
31035,Ruschk Totem
31036,Ruschk Challenger
31037,Ruschk Scalp
31038,Tursh Scalp
31039,Ruschk Trials
31040,Tursh
31041,Template for Spear
31042,Surface
31043,Purple Portal Template
31044,Purple Portal Template
31045,Purple Portal Template
31046,Purple Portal Template
31047,Purple Portal Template
31048,Purple Portal Template
31049,Purple Portal Template
31050,Zaikhal Defense Copper Keep Boss 1
31051,Zaikhal Defense Copper Keep Boss 1
31052,Zaikhal Defense Copper Keep Boss 1
31053,Zaikhal Defense Copper Keep Boss 1
31054,Zaikhal Defense Copper Keep Boss 1
31055,Zaikhal Defense Copper Keep Boss 1
31056,Zaikhal Defense Copper Keep Boss 1
31057,Purple Portal Template
31058,Purple Portal Template
31059,Purple Portal Template
31060,Purple Portal Template
31061,Central Courtyard
31062,Uber Balance Testing Raiment
31063,Extreme Balance Test Raiment
31064,High Balance Testing Raiment
31065,Low Balance Testing Raiment
31066,Mid Balance Testing Raiment
31067,Acid Longbow
31068,Blunt Longbow
31069,Blunt Longbow
31070,Blunt Longbow
31071,Blunt Longbow
31072,Electric Longbow
31073,Electric Longbow
31074,Electric Longbow
31075,Electric Longbow
31076,Fire Longbow
31077,Fire Longbow
31078,Fire Longbow
31079,Fire Longbow
31080,Frost Longbow
31081,Frost Longbow
31082,Frost Longbow
31083,Frost Longbow
31084,Piercing Longbow
31085,Piercing Longbow
31086,Piercing Longbow
31087,Piercing Longbow
31088,Slashing Longbow
31089,Slashing Longbow
31090,Slashing Longbow
31091,Slashing Longbow
31092,Longbow
31093,Longbow
31094,Longbow
31095,Longbow
31096,Longbow
31097,Acid Broad Sword
31098,Acid Broad Sword
31099,Acid Broad Sword
31100,Acid Broad Sword
31101,Acid Broad Sword
31102,Acid Broad Sword
31103,Acid Broad Sword
31104,Acid Broad Sword
31105,Acid Broad Sword
31106,Lightning Broad Sword
31107,Lightning Broad Sword
31108,Lightning Broad Sword
31109,Lightning Broad Sword
31110,Lightning Broad Sword
31111,Lightning Broad Sword
31112,Lightning Broad Sword
31113,Lightning Broad Sword
31114,Lightning Broad Sword
31115,Flaming Broad Sword
31116,Flaming Broad Sword
31117,Flaming Broad Sword
31118,Flaming Broad Sword
31119,Flaming Broad Sword
31120,Flaming Broad Sword
31121,Flaming Broad Sword
31122,Flaming Broad Sword
31123,Flaming Broad Sword
31124,Frost Broad Sword
31125,Frost Broad Sword
31126,Frost Broad Sword
31127,Frost Broad Sword
31128,Frost Broad Sword
31129,Frost Broad Sword
31130,Frost Broad Sword
31131,Frost Broad Sword
31132,Frost Broad Sword
31133,Broad Sword
31134,Broad Sword
31135,Broad Sword
31136,Broad Sword
31137,Broad Sword
31138,Broad Sword
31139,Broad Sword
31140,Broad Sword
31141,Broad Sword
31142,Rapier
31143,Rapier
31144,Rapier
31145,Rapier
31146,Rapier
31147,Rapier
31148,Rapier
31149,Rapier
31150,Rapier
31151,War Hammer
31152,War Hammer
31153,War Hammer
31154,War Hammer
31155,War Hammer
31156,War Hammer
31157,War Hammer
31158,War Hammer
31159,War Hammer
31160,Acid Longbow
31161,Acid Longbow
31162,Acid Longbow
31163,Austin
31164,Sceptre
31165,Acid Sceptre
31166,Acid Sceptre
31167,Acid Sceptre
31168,Acid Sceptre
31169,Blunt Sceptre
31170,Blunt Sceptre
31171,Blunt Sceptre
31172,Blunt Sceptre
31173,Electric Sceptre
31174,Electric Sceptre
31175,Electric Sceptre
31176,Electric Sceptre
31177,Fiery Sceptre
31178,Fiery Sceptre
31179,Fiery Sceptre
31180,Fiery Sceptre
31181,Frost Sceptre
31182,Frost Sceptre
31183,Frost Sceptre
31184,Frost Sceptre
31185,Piercing Sceptre
31186,Piercing Sceptre
31187,Piercing Sceptre
31188,Piercing Sceptre
31189,Slashing Sceptre
31190,Slashing Sceptre
31191,Slashing Sceptre
31192,Slashing Sceptre
31193,Sceptre
31194,Sceptre
31195,Exploding Renegade Chest
31196,Mana Potion
31197,Stamina Potion
31198,Potion of Healing
31199,The Fist of Bellenesse
31200,Suikan War Apprentice Robe
31201,Vestiri Creature Apprentice Robe
31202,Vestiri Item Apprentice Robe
31203,Vestiri Life Apprentice Robe
31204,Suikan War Master Robe
31205,Vestiri Creature Master Robe
31206,Vestiri Item Master Robe
31207,Vestiri Life Master Robe
31208,Zaikhal Defense Copper Keep Boss 1
31209,Purple Portal Template
31210,Purple Portal Template
31211,Purple Portal Template
31212,Purple Portal Template
31213,Purple Portal Template
31214,Purple Portal Template
31215,Purple Portal Template
31216,Purple Portal Template
31217,Purple Portal Template
31218,Westwatch Outpost
31219,Eastwatch Outpost
31220,CreatureName
31221,Thrungus Hovel Locations
31222,K'nath Key
31223,Door
31224,Shopkeeper
31225,Famished Eater
31226,Runic Skull
31228,Runic Door Guardian
31230,Page from a Journal
31231,Eleonora's Note
31232,The Viamontian Conflict
31234,Lubziklan al-Luq Trade Agreement
31235,Burrowing Grievver
31236,Beret
31237,Loafers
31238,Viamontian Leggings
31239,Poet's Shirt
31249,Viamontian Laced Boots
31279,Bone Scourge
31280,Twisted Shadow
31281,Void Lord
31282,Greater Void Lord
31284,Jin Ghao
31285,The Queen's Missive
31286,Tethana's Response
31288,Blade of the Realm
31290,Soldier
31291,Renlen's Grace
31292,Viamontian Man-at-Arms
31293,Surface
31294,Renegade Incursion
31295,Barkeeper Mallia Quios
31296,Fiun Gaya
31297,Fiun Hatchet
31298,Chest
31299,Purified Ice Log
31300,Pool of Glacial Water
31301,Ruschk Fire
31302,Great Frost Tree
31303,Ice Log
31304,Luminous Robe
31305,Lunnum's Pyre
31306,Story of Lunnum's Pyre
31308,Xsao Lann
31309,Darling's Collar
31310,Darling's Collar
31312,Darling
31313,Stomper
31314,Surface
31315,Creepy Canyons
31316,Ricardo
31322,Squalid Leggings
31326,Coral Caves
31327,Surface
31328,Shanrek the Forger
31329,Blue Coral Reef
31330,Scribe's Quill
31331,Scribe's Quill
31332,Scribe's Quill
31333,Scribe's Quill
31334,Crate of Fake Niffis Pearls
31335,Blue Coral
31336,Fake Niffis Pearl
31338,Gronk the Hammer
31339,Bandit Forger
31340,Guardian Blue Coral Golem
31341,Bandit Castle
31342,KEEP OUT!
31343,Skeletal Jawbone
31344,Skeletal Jawbone
31345,Rotting Bandage
31346,Lugian Commander's Insignia
31347,Lugian Lieutenant's Insignia
31348,Lugian Sentinel's Insignia
31349,Mosswart Armband
31350,Mosswart Armband
31352,Olthoi Slayer Carapace
31354,Olthoi Ripper Spine
31355,Olthoi Slasher Carapace
31356,Spiny Grievver Leg
31357,Spiny Grievver Leg
31358,Phyntos Stinger
31359,Kirit Zefir Wing
31360,Knight's Stash
31361,Hard-Headed Skeleton
31362,Jacob's Axe
31363,Axe Head Helm
31364,Jacob Durstan
31366,Decorative Ursuin Head
31368,Farmer Kao's Shovel
31372,A Farmer's Plea for Help
31374,The Fazenda Caves
31376,Sarkin Killcrane
31377,Twilight Fragment
31378,Raven Fragment
31379,Combined Artifact Fragment
31380,Iniquitous Fragment
31381,Vestibule Lock
31382,Vestibule Lock
31383,Scroll of Raven Fury
31384,Dark Dealings
31385,Raven Crossbow
31386,Raven Sabra
31387,Raven Sabra
31388,Raven Sabra
31389,Raven Sabra
31390,Raven Sabra
31391,Raven Bow
31392,Raven Hand Aegis
31393,Mitts of the Hunter
31394,Circle of Raven Might
31395,Raven Aegis
31396,Caliginous Aegis
31397,Xaa Xiil
31398,Penumbral Horror
31399,Greater Penumbral Horror
31400,Raven Consript
31402,Raven Augur
31405,Raven Hunter
